Federal organization,Year,Fiscal year,GHG source,GHG scope,Energy category,Energy use (GJ),Emissions (t),Total annual energy usage,Total  emissions
Agriculture and Agri-Food Canada,2011,FY 2011-12,facilities,1,"fuel oil (1,2,4,5,6, diesel, kerosene)",42760.4712,3043.928388,20901862.82,1158247.228
Agriculture and Agri-Food Canada,2011,FY 2011-12,facilities,1,Liquified petroleum gas,866.96874,52.888176,,
Agriculture and Agri-Food Canada,2011,FY 2011-12,facilities,1,natural gas,451914.4942,22524.85469,,
Agriculture and Agri-Food Canada,2011,FY 2011-12,facilities,2,district energy,113769,8744.630027,,
Agriculture and Agri-Food Canada,2011,FY 2011-12,facilities,2,electricity,459553.8852,40389.6687,,
Agriculture and Agri-Food Canada,2011,FY 2011-12,fleet,1,"fuel oil (1,2,4,5,6, diesel, kerosene)",43460.4095,3045.351771,,
Agriculture and Agri-Food Canada,2011,FY 2011-12,fleet,1,Fuels with renewable content,21330.05094,1187.84725,,
Agriculture and Agri-Food Canada,2011,FY 2011-12,fleet,1,Gasoline,49424.662,3167.89776,,
Agriculture and Agri-Food Canada,2011,FY 2011-12,fleet,1,Liquified petroleum gas,23.23458,1.41403212,,
Agriculture and Agri-Food Canada,2011,FY 2011-12,fleet,1,Natural gas,0.006194,0.000353368,,
Canada Border Services Agency,2011,FY 2011-12,facilities,1,"fuel oil (1,2,4,5,6, diesel, kerosene)",10248.8697,730.159092,,
Canada Border Services Agency,2011,FY 2011-12,facilities,1,Liquified petroleum gas,3184.98509,194.295416,,
Canada Border Services Agency,2011,FY 2011-12,facilities,1,natural gas,50814.0625,2532.734375,,
Canada Border Services Agency,2011,FY 2011-12,facilities,2,electricity,115084.9152,4314.179175,,
Canada Border Services Agency,2011,FY 2011-12,fleet,1,"fuel oil (1,2,4,5,6, diesel, kerosene)",4264.8199,303.9153436,,
Canada Border Services Agency,2011,FY 2011-12,fleet,1,Fuels with renewable content,7420.5016,118.3058164,,
Canada Border Services Agency,2011,FY 2011-12,fleet,1,Gasoline,54031.796,3462.666241,,
Canada Revenue Agency,2011,FY 2011-12,fleet,1,"fuel oil (1,2,4,5,6, diesel, kerosene)",766.16155,54.44578815,,
Canada Revenue Agency,2011,FY 2011-12,fleet,1,Fuels with renewable content,559.43492,34.3046286,,
Canada Revenue Agency,2011,FY 2011-12,fleet,1,Gasoline,4425.575,283.616135,,
Employment and Social Development Canada,2011,FY 2011-12,fleet,1,"fuel oil (1,2,4,5,6, diesel, kerosene)",247.010301,17.55082656,,
Employment and Social Development Canada,2011,FY 2011-12,fleet,1,Fuels with renewable content,1167.895734,71.61553197,,
Employment and Social Development Canada,2011,FY 2011-12,fleet,1,Gasoline,11864.1425,760.3220465,,
Employment and Social Development Canada,2011,FY 2011-12,fleet,1,Liquified petroleum gas,2.143757,0.130466798,,
Employment and Social Development Canada,2011,FY 2011-12,fleet,1,Natural gas,0.014345,0.000818382,,
Environment and Climate Change Canada,2011,FY 2011-12,facilities,1,"fuel oil (1,2,4,5,6, diesel, kerosene)",21749.91507,1590.07212,,
Environment and Climate Change Canada,2011,FY 2011-12,facilities,1,Liquified petroleum gas,743.75966,45.371984,,
Environment and Climate Change Canada,2011,FY 2011-12,facilities,1,natural gas,178933.2074,8918.599751,,
Environment and Climate Change Canada,2011,FY 2011-12,facilities,2,electricity,148566.3189,4575.685948,,
Environment and Climate Change Canada,2011,FY 2011-12,fleet,1,"fuel oil (1,2,4,5,6, diesel, kerosene)",7178.696494,510.7494136,,
Environment and Climate Change Canada,2011,FY 2011-12,fleet,1,Fuels with renewable content,6507.67191,399.0513641,,
Environment and Climate Change Canada,2011,FY 2011-12,fleet,1,Gasoline,45587.3635,2922.423127,,
Environment and Climate Change Canada,2011,FY 2011-12,fleet,1,Liquified petroleum gas,31.417303,1.912024042,,
Fisheries and Oceans Canada,2011,FY 2011-12,facilities,1,"fuel oil (1,2,4,5,6, diesel, kerosene)",65968.1732,4706.099296,,
Fisheries and Oceans Canada,2011,FY 2011-12,facilities,1,Liquified petroleum gas,11296.18203,689.107272,,
Fisheries and Oceans Canada,2011,FY 2011-12,facilities,1,natural gas,102037.4305,5085.869836,,
Fisheries and Oceans Canada,2011,FY 2011-12,facilities,2,district energy,22993,1356.587,,
Fisheries and Oceans Canada,2011,FY 2011-12,facilities,2,electricity,298911.4056,18333.38671,,
Fisheries and Oceans Canada,2011,FY 2011-12,fleet,1,"fuel oil (1,2,4,5,6, diesel, kerosene)",23897.285,1708.720768,,
Fisheries and Oceans Canada,2011,FY 2011-12,fleet,1,Fuels with renewable content,6215.88769,378.8284046,,
Fisheries and Oceans Canada,2011,FY 2011-12,fleet,1,Gasoline,96122.775,6160.096695,,
Fisheries and Oceans Canada,2011,FY 2011-12,fleet,1,Liquified petroleum gas,49.68353,3.02368742,,
Fisheries and Oceans Canada,2011,FY 2011-12,fleet,1,Natural gas,0.027854,0.001589071,,
Health Canada,2011,FY 2011-12,fleet,1,"fuel oil (1,2,4,5,6, diesel, kerosene)",89.4305,6.39452359,,
Health Canada,2011,FY 2011-12,fleet,1,Fuels with renewable content,6041.74481,357.9497051,,
Health Canada,2011,FY 2011-12,fleet,1,Gasoline,30381.785,1947.038393,,
"Immigration, Refugees and Citizenship Canada",2011,FY 2011-12,fleet,1,Fuels with renewable content,285.3754321,17.49926195,,
"Immigration, Refugees and Citizenship Canada",2011,FY 2011-12,fleet,1,Gasoline,684.613755,43.8739615,,
Indigenous and Northern Affairs Canada,2011,FY 2011-12,fleet,1,"fuel oil (1,2,4,5,6, diesel, kerosene)",695.22543,49.71050606,,
Indigenous and Northern Affairs Canada,2011,FY 2011-12,fleet,1,Fuels with renewable content,625.761909,8.555705595,,
Indigenous and Northern Affairs Canada,2011,FY 2011-12,fleet,1,Gasoline,7246.5645,464.4012621,,
"Innovation, Science and Economic Development Canada",2011,FY 2011-12,fleet,1,"fuel oil (1,2,4,5,6, diesel, kerosene)",3379.2856,241.6280965,,
"Innovation, Science and Economic Development Canada",2011,FY 2011-12,fleet,1,Fuels with renewable content,3487.59361,212.7823423,,
"Innovation, Science and Economic Development Canada",2011,FY 2011-12,fleet,1,Gasoline,14559.335,933.045383,,
"Innovation, Science and Economic Development Canada",2011,FY 2011-12,fleet,1,Liquified petroleum gas,0.53151,0.03234714,,
"Innovation, Science and Economic Development Canada",2011,FY 2011-12,fleet,1,Natural gas,0.00988,0.000563654,,
National Defence,2011,FY 2011-12,facilities,1,aviation fuel,379031.609,25782.25704,,
National Defence,2011,FY 2011-12,facilities,1,"fuel oil (1,2,4,5,6, diesel, kerosene)",1313792.086,96486.26439,,
National Defence,2011,FY 2011-12,facilities,1,Liquified petroleum gas,48201.97852,2940.492092,,
National Defence,2011,FY 2011-12,facilities,1,natural gas,5642097.809,281220.0868,,
National Defence,2011,FY 2011-12,facilities,2,district energy,10934,895.382285,,
National Defence,2011,FY 2011-12,facilities,2,electricity,3535686.824,255545.9685,,
National Defence,2011,FY 2011-12,fleet,1,aviation fuel,1047.6862,72.26309115,,
National Defence,2011,FY 2011-12,fleet,1,"fuel oil (1,2,4,5,6, diesel, kerosene)",288245.8892,20340.34982,,
National Defence,2011,FY 2011-12,fleet,1,Fuels with renewable content,98551.97359,6032.132163,,
National Defence,2011,FY 2011-12,fleet,1,Gasoline,206585.015,13239.46654,,
National Defence,2011,FY 2011-12,fleet,1,Liquified petroleum gas,2613.53591,159.0570487,,
National Defence,2011,FY 2011-12,fleet,1,Natural gas,0.006726,0.000383718,,
Natural Resources Canada,2011,FY 2011-12,facilities,1,"fuel oil (1,2,4,5,6, diesel, kerosene)",8194.769833,584.8318718,,
Natural Resources Canada,2011,FY 2011-12,facilities,1,Liquified petroleum gas,3416.319756,208.4076532,,
Natural Resources Canada,2011,FY 2011-12,facilities,1,natural gas,138130.6048,6884.868359,,
Natural Resources Canada,2011,FY 2011-12,facilities,2,district energy,112297.45,8949.379958,,
Natural Resources Canada,2011,FY 2011-12,facilities,2,electricity,190988.8817,8416.372476,,
Natural Resources Canada,2011,FY 2011-12,fleet,1,"fuel oil (1,2,4,5,6, diesel, kerosene)",3517.985331,250.0791251,,
Natural Resources Canada,2011,FY 2011-12,fleet,1,Fuels with renewable content,2857.204005,124.6449607,,
Natural Resources Canada,2011,FY 2011-12,fleet,1,Gasoline,12741.0024,816.5162395,,
Natural Resources Canada,2011,FY 2011-12,fleet,1,Liquified petroleum gas,1.0124,0.0616136,,
Parks Canada,2011,FY 2011-12,facilities,1,"fuel oil (1,2,4,5,6, diesel, kerosene)",72774.29596,5214.823937,,
Parks Canada,2011,FY 2011-12,facilities,1,Liquified petroleum gas,44980.15594,2743.949458,,
Parks Canada,2011,FY 2011-12,facilities,1,natural gas,73374.78214,3657.232346,,
Parks Canada,2011,FY 2011-12,facilities,2,electricity,176403.1719,11230.17659,,
Parks Canada,2011,FY 2011-12,fleet,1,"fuel oil (1,2,4,5,6, diesel, kerosene)",82332.02944,5714.673174,,
Parks Canada,2011,FY 2011-12,fleet,1,Fuels with renewable content,28955.15285,1775.534077,,
Parks Canada,2011,FY 2011-12,fleet,1,Gasoline,74666.55742,4780.299666,,
Parks Canada,2011,FY 2011-12,fleet,1,Liquified petroleum gas,0.80992,0.04929088,,
Parks Canada,2011,FY 2011-12,fleet,1,Natural gas,0.23708732,0.013525832,,
Public Services and Procurement Canada,2011,FY 2011-12,facilities,1,"fuel oil (1,2,4,5,6, diesel, kerosene)",71301.67169,5075.649928,,
Public Services and Procurement Canada,2011,FY 2011-12,facilities,1,Liquified petroleum gas,8563.68912,522.415488,,
Public Services and Procurement Canada,2011,FY 2011-12,facilities,1,natural gas,909361.5629,45325.47047,,
Public Services and Procurement Canada,2011,FY 2011-12,facilities,2,district energy,937061.4273,65388.52713,,
Public Services and Procurement Canada,2011,FY 2011-12,facilities,2,electricity,3093277.626,70398.50889,,
Public Services and Procurement Canada,2011,FY 2011-12,fleet,1,"fuel oil (1,2,4,5,6, diesel, kerosene)",3485.11999,248.7994927,,
Public Services and Procurement Canada,2011,FY 2011-12,fleet,1,Fuels with renewable content,2006.638694,122.5879136,,
Public Services and Procurement Canada,2011,FY 2011-12,fleet,1,Gasoline,12316.48635,789.4851485,,
Transport Canada,2011,FY 2011-12,facilities,1,"fuel oil (1,2,4,5,6, diesel, kerosene)",16695.02476,1198.273414,,
Transport Canada,2011,FY 2011-12,facilities,1,Liquified petroleum gas,3059.718307,186.6536968,,
Transport Canada,2011,FY 2011-12,facilities,1,natural gas,2997.90056,149.424892,,
Transport Canada,2011,FY 2011-12,facilities,2,electricity,56146.20538,242.7666239,,
Transport Canada,2011,FY 2011-12,fleet,1,aviation fuel,87143.40032,6010.836566,,
Transport Canada,2011,FY 2011-12,fleet,1,"fuel oil (1,2,4,5,6, diesel, kerosene)",570732.8495,40304.99616,,
Transport Canada,2011,FY 2011-12,fleet,1,Fuels with renewable content,3065.106225,187.1118304,,
Transport Canada,2011,FY 2011-12,fleet,1,Gasoline,18741.7685,1201.148177,,
Transport Canada,2011,FY 2011-12,fleet,1,Liquified petroleum gas,2032.82327,123.7154878,,
Agriculture and Agri-Food Canada,2012,FY 2012-13,facilities,1,"fuel oil (1,2,4,5,6, diesel, kerosene)",38482.8953,2739.64831,20764490.36,1155980.006
Agriculture and Agri-Food Canada,2012,FY 2012-13,facilities,1,Liquified petroleum gas,2605.58857,158.950168,,
Agriculture and Agri-Food Canada,2012,FY 2012-13,facilities,1,natural gas,472787.1224,23565.21282,,
Agriculture and Agri-Food Canada,2012,FY 2012-13,facilities,2,district energy,85865,7000.946186,,
Agriculture and Agri-Food Canada,2012,FY 2012-13,facilities,2,electricity,463884.786,42524.77905,,
Agriculture and Agri-Food Canada,2012,FY 2012-13,fleet,1,"fuel oil (1,2,4,5,6, diesel, kerosene)",36279.80267,2540.648482,,
Agriculture and Agri-Food Canada,2012,FY 2012-13,fleet,1,Fuels with renewable content,18272.93625,1018.633777,,
Agriculture and Agri-Food Canada,2012,FY 2012-13,fleet,1,Gasoline,53793.18875,3448.622317,,
Agriculture and Agri-Food Canada,2012,FY 2012-13,fleet,1,Liquified petroleum gas,60.66807,3.69219498,,
Agriculture and Agri-Food Canada,2012,FY 2012-13,fleet,1,Natural gas,0.010754,0.000613516,,
Canada Border Services Agency,2012,FY 2012-13,facilities,1,"fuel oil (1,2,4,5,6, diesel, kerosene)",11055.5478,787.419186,,
Canada Border Services Agency,2012,FY 2012-13,facilities,1,Liquified petroleum gas,3758.83872,229.302528,,
Canada Border Services Agency,2012,FY 2012-13,facilities,1,natural gas,68107.42946,3394.690747,,
Canada Border Services Agency,2012,FY 2012-13,facilities,2,electricity,122119.0668,4720.629696,,
Canada Border Services Agency,2012,FY 2012-13,fleet,1,"fuel oil (1,2,4,5,6, diesel, kerosene)",3056.90684,218.2362764,,
Canada Border Services Agency,2012,FY 2012-13,fleet,1,Fuels with renewable content,8461.74265,128.7561437,,
Canada Border Services Agency,2012,FY 2012-13,fleet,1,Gasoline,48819.771,3128.649896,,
Canada Revenue Agency,2012,FY 2012-13,fleet,1,"fuel oil (1,2,4,5,6, diesel, kerosene)",714.32273,51.04482888,,
Canada Revenue Agency,2012,FY 2012-13,fleet,1,Fuels with renewable content,430.32674,26.3876967,,
Canada Revenue Agency,2012,FY 2012-13,fleet,1,Gasoline,3838.625,246.001025,,
Employment and Social Development Canada,2012,FY 2012-13,fleet,1,"fuel oil (1,2,4,5,6, diesel, kerosene)",122.6749,8.771588462,,
Employment and Social Development Canada,2012,FY 2012-13,fleet,1,Fuels with renewable content,997.10928,61.1428824,,
Employment and Social Development Canada,2012,FY 2012-13,fleet,1,Gasoline,9702.875,621.815675,,
Employment and Social Development Canada,2012,FY 2012-13,fleet,1,Liquified petroleum gas,0.78461,0.04775054,,
Employment and Social Development Canada,2012,FY 2012-13,fleet,1,Natural gas,0.010222,0.000583165,,
Environment and Climate Change Canada,2012,FY 2012-13,facilities,1,"fuel oil (1,2,4,5,6, diesel, kerosene)",20009.069,1462.804,,
Environment and Climate Change Canada,2012,FY 2012-13,facilities,1,Liquified petroleum gas,1665.19552,101.582848,,
Environment and Climate Change Canada,2012,FY 2012-13,facilities,1,natural gas,184346.5128,9188.416099,,
Environment and Climate Change Canada,2012,FY 2012-13,facilities,2,electricity,110743.9236,4485.182889,,
Environment and Climate Change Canada,2012,FY 2012-13,fleet,1,"fuel oil (1,2,4,5,6, diesel, kerosene)",6640.36974,473.7736276,,
Environment and Climate Change Canada,2012,FY 2012-13,fleet,1,Fuels with renewable content,6252.431844,383.400007,,
Environment and Climate Change Canada,2012,FY 2012-13,fleet,1,Gasoline,40713.435,2609.892793,,
Environment and Climate Change Canada,2012,FY 2012-13,fleet,1,Liquified petroleum gas,1.946339,0.118452146,,
Fisheries and Oceans Canada,2012,FY 2012-13,facilities,1,"fuel oil (1,2,4,5,6, diesel, kerosene)",60992.1279,4348.524204,,
Fisheries and Oceans Canada,2012,FY 2012-13,facilities,1,Liquified petroleum gas,10991.43951,670.5168944,,
Fisheries and Oceans Canada,2012,FY 2012-13,facilities,1,natural gas,106288.7669,5297.769955,,
Fisheries and Oceans Canada,2012,FY 2012-13,facilities,2,district energy,27475,1621.025,,
Fisheries and Oceans Canada,2012,FY 2012-13,facilities,2,electricity,284788.944,16511.89591,,
Fisheries and Oceans Canada,2012,FY 2012-13,fleet,1,"fuel oil (1,2,4,5,6, diesel, kerosene)",24082.3889,1721.9562,,
Fisheries and Oceans Canada,2012,FY 2012-13,fleet,1,Fuels with renewable content,5738.8483,349.0260346,,
Fisheries and Oceans Canada,2012,FY 2012-13,fleet,1,Gasoline,90333.25,5789.07085,,
Fisheries and Oceans Canada,2012,FY 2012-13,fleet,1,Liquified petroleum gas,108.25087,6.58803418,,
Fisheries and Oceans Canada,2012,FY 2012-13,fleet,1,Natural gas,0.006498,0.000370711,,
Health Canada,2012,FY 2012-13,fleet,1,"fuel oil (1,2,4,5,6, diesel, kerosene)",181.34284,12.96650548,,
Health Canada,2012,FY 2012-13,fleet,1,Fuels with renewable content,6432.953561,389.0302611,,
Health Canada,2012,FY 2012-13,fleet,1,Gasoline,30265.9595,1939.615633,,
Health Canada,2012,FY 2012-13,fleet,1,Liquified petroleum gas,0.615033,0.037430262,,
Health Canada,2012,FY 2012-13,fleet,1,Natural gas,0.0016416,0.0000937,,
"Immigration, Refugees and Citizenship Canada",2012,FY 2012-13,fleet,1,Fuels with renewable content,268.9035579,16.48920429,,
"Immigration, Refugees and Citizenship Canada",2012,FY 2012-13,fleet,1,Gasoline,829.722985,53.17339015,,
Indigenous and Northern Affairs Canada,2012,FY 2012-13,fleet,1,"fuel oil (1,2,4,5,6, diesel, kerosene)",567.81665,40.60043233,,
Indigenous and Northern Affairs Canada,2012,FY 2012-13,fleet,1,Fuels with renewable content,532.426222,7.27957701,,
Indigenous and Northern Affairs Canada,2012,FY 2012-13,fleet,1,Gasoline,6861.09935,439.6984526,,
"Innovation, Science and Economic Development Canada",2012,FY 2012-13,fleet,1,"fuel oil (1,2,4,5,6, diesel, kerosene)",2906.7402,207.8398173,,
"Innovation, Science and Economic Development Canada",2012,FY 2012-13,fleet,1,Fuels with renewable content,3481.78063,213.0428316,,
"Innovation, Science and Economic Development Canada",2012,FY 2012-13,fleet,1,Gasoline,12906.915,827.148867,,
"Innovation, Science and Economic Development Canada",2012,FY 2012-13,fleet,1,Natural gas,0.00171,0.0000976,,
National Defence,2012,FY 2012-13,facilities,1,aviation fuel,80274.8364,5460.405984,,
National Defence,2012,FY 2012-13,facilities,1,"fuel oil (1,2,4,5,6, diesel, kerosene)",1585920.281,114831.6699,,
National Defence,2012,FY 2012-13,facilities,1,Liquified petroleum gas,36539.64356,2229.048189,,
National Defence,2012,FY 2012-13,facilities,1,natural gas,5624426.074,280339.2714,,
National Defence,2012,FY 2012-13,facilities,2,district energy,1508,111.649645,,
National Defence,2012,FY 2012-13,facilities,2,electricity,3480170.882,252697.1732,,
National Defence,2012,FY 2012-13,fleet,1,"fuel oil (1,2,4,5,6, diesel, kerosene)",264188.4862,18679.35758,,
National Defence,2012,FY 2012-13,fleet,1,Fuels with renewable content,84503.02012,5164.052935,,
National Defence,2012,FY 2012-13,fleet,1,Gasoline,191689.89,12284.80751,,
National Defence,2012,FY 2012-13,fleet,1,Liquified petroleum gas,2311.96726,140.7038976,,
National Defence,2012,FY 2012-13,fleet,1,Natural gas,0.014592,0.000832474,,
Natural Resources Canada,2012,FY 2012-13,facilities,1,"fuel oil (1,2,4,5,6, diesel, kerosene)",8194.612134,586.2428316,,
Natural Resources Canada,2012,FY 2012-13,facilities,1,Liquified petroleum gas,2985.97256,182.154944,,
Natural Resources Canada,2012,FY 2012-13,facilities,1,natural gas,155002.922,7725.838273,,
Natural Resources Canada,2012,FY 2012-13,facilities,2,district energy,116653.68,9266.714552,,
Natural Resources Canada,2012,FY 2012-13,facilities,2,electricity,186858.853,8431.403026,,
Natural Resources Canada,2012,FY 2012-13,fleet,1,"fuel oil (1,2,4,5,6, diesel, kerosene)",3116.17139,222.1835875,,
Natural Resources Canada,2012,FY 2012-13,fleet,1,Fuels with renewable content,1743.86506,90.2242323,,
Natural Resources Canada,2012,FY 2012-13,fleet,1,Gasoline,9879.94,633.163012,,
Natural Resources Canada,2012,FY 2012-13,fleet,1,Liquified petroleum gas,6.17564,0.37584296,,
Parks Canada,2012,FY 2012-13,facilities,1,"fuel oil (1,2,4,5,6, diesel, kerosene)",64063.16484,4586.7856,,
Parks Canada,2012,FY 2012-13,facilities,1,Liquified petroleum gas,41556.74996,2535.10952,,
Parks Canada,2012,FY 2012-13,facilities,1,natural gas,83775.73537,4175.648911,,
Parks Canada,2012,FY 2012-13,facilities,2,electricity,165777.09,11486.69704,,
Parks Canada,2012,FY 2012-13,fleet,1,"fuel oil (1,2,4,5,6, diesel, kerosene)",70642.22776,4895.109608,,
Parks Canada,2012,FY 2012-13,fleet,1,Fuels with renewable content,28370.12663,1739.660187,,
Parks Canada,2012,FY 2012-13,fleet,1,Gasoline,70661.54706,4526.491716,,
Parks Canada,2012,FY 2012-13,fleet,1,Liquified petroleum gas,174.626345,10.62757583,,
Parks Canada,2012,FY 2012-13,fleet,1,Natural gas,0.21696632,0.012377929,,
Public Services and Procurement Canada,2012,FY 2012-13,facilities,1,"fuel oil (1,2,4,5,6, diesel, kerosene)",69987.34995,4993.908327,,
Public Services and Procurement Canada,2012,FY 2012-13,facilities,1,Liquified petroleum gas,9683.393132,590.7214143,,
Public Services and Procurement Canada,2012,FY 2012-13,facilities,1,natural gas,1006242.327,50154.31565,,
Public Services and Procurement Canada,2012,FY 2012-13,facilities,2,district energy,928906.1456,65216.77881,,
Public Services and Procurement Canada,2012,FY 2012-13,facilities,2,electricity,3131475.101,76614.29987,,
Public Services and Procurement Canada,2012,FY 2012-13,fleet,1,"fuel oil (1,2,4,5,6, diesel, kerosene)",3791.06422,270.5962366,,
Public Services and Procurement Canada,2012,FY 2012-13,fleet,1,Fuels with renewable content,1677.170444,73.86351554,,
Public Services and Procurement Canada,2012,FY 2012-13,fleet,1,Gasoline,10387.3014,665.1048351,,
Transport Canada,2012,FY 2012-13,facilities,1,"fuel oil (1,2,4,5,6, diesel, kerosene)",19504.5157,1402.233284,,
Transport Canada,2012,FY 2012-13,facilities,1,Liquified petroleum gas,2620.36961,159.851864,,
Transport Canada,2012,FY 2012-13,facilities,1,natural gas,2854.9612,142.30034,,
Transport Canada,2012,FY 2012-13,facilities,2,electricity,52359.69031,257.8346098,,
Transport Canada,2012,FY 2012-13,fleet,1,aviation fuel,95944.1648,6617.651284,,
Transport Canada,2012,FY 2012-13,fleet,1,"fuel oil (1,2,4,5,6, diesel, kerosene)",548485.6567,38732.1363,,
Transport Canada,2012,FY 2012-13,fleet,1,Fuels with renewable content,2855.681978,173.967571,,
Transport Canada,2012,FY 2012-13,fleet,1,Gasoline,15204.85995,974.4828665,,
Transport Canada,2012,FY 2012-13,fleet,1,Liquified petroleum gas,1887.6198,114.8785572,,
Agriculture and Agri-Food Canada,2013,FY 2013-14,facilities,1,"fuel oil (1,2,4,5,6, diesel, kerosene)",42152.1492,3000.843948,21533394.76,1161309.762
Agriculture and Agri-Food Canada,2013,FY 2013-14,facilities,1,Liquified petroleum gas,2785.49205,169.92492,,
Agriculture and Agri-Food Canada,2013,FY 2013-14,facilities,1,natural gas,540121.8912,26921.3917,,
Agriculture and Agri-Food Canada,2013,FY 2013-14,facilities,2,district energy,81635.4,6734.88815,,
Agriculture and Agri-Food Canada,2013,FY 2013-14,facilities,2,electricity,455846.6052,37340.02912,,
Agriculture and Agri-Food Canada,2013,FY 2013-14,fleet,1,"fuel oil (1,2,4,5,6, diesel, kerosene)",43602.27099,3062.184135,,
Agriculture and Agri-Food Canada,2013,FY 2013-14,fleet,1,Fuels with renewable content,16170.98017,930.8289252,,
Agriculture and Agri-Food Canada,2013,FY 2013-14,fleet,1,Gasoline,43037.78955,2758.349001,,
Agriculture and Agri-Food Canada,2013,FY 2013-14,fleet,1,Liquified petroleum gas,58.840688,3.580982432,,
Canada Border Services Agency,2013,FY 2013-14,facilities,1,"fuel oil (1,2,4,5,6, diesel, kerosene)",13709.31437,979.9382005,,
Canada Border Services Agency,2013,FY 2013-14,facilities,1,Liquified petroleum gas,4173.373999,254.5906541,,
Canada Border Services Agency,2013,FY 2013-14,facilities,1,natural gas,70647.02611,3521.272315,,
Canada Border Services Agency,2013,FY 2013-14,facilities,2,electricity,123563.6109,4242.521163,,
Canada Border Services Agency,2013,FY 2013-14,fleet,1,"fuel oil (1,2,4,5,6, diesel, kerosene)",2907.5828,207.7827304,,
Canada Border Services Agency,2013,FY 2013-14,fleet,1,Fuels with renewable content,10693.70809,654.7768535,,
Canada Border Services Agency,2013,FY 2013-14,fleet,1,Gasoline,49525.49,3173.876402,,
Canada Revenue Agency,2013,FY 2013-14,fleet,1,"fuel oil (1,2,4,5,6, diesel, kerosene)",735.8579,52.615838,,
Canada Revenue Agency,2013,FY 2013-14,fleet,1,Fuels with renewable content,346.52324,21.2488542,,
Canada Revenue Agency,2013,FY 2013-14,fleet,1,Gasoline,3496.01,224.044298,,
Employment and Social Development Canada,2013,FY 2013-14,fleet,1,"fuel oil (1,2,4,5,6, diesel, kerosene)",8.18854,0.585502845,,
Employment and Social Development Canada,2013,FY 2013-14,fleet,1,Fuels with renewable content,828.990994,50.83384527,,
Employment and Social Development Canada,2013,FY 2013-14,fleet,1,Gasoline,7912.583,507.0835334,,
Employment and Social Development Canada,2013,FY 2013-14,fleet,1,Liquified petroleum gas,0.774486,0.047134404,,
Environment and Climate Change Canada,2013,FY 2013-14,facilities,1,"fuel oil (1,2,4,5,6, diesel, kerosene)",19440.1608,1421.2128,,
Environment and Climate Change Canada,2013,FY 2013-14,facilities,1,Liquified petroleum gas,2359.37289,143.930136,,
Environment and Climate Change Canada,2013,FY 2013-14,facilities,1,natural gas,191639.5575,9551.924625,,
Environment and Climate Change Canada,2013,FY 2013-14,facilities,2,electricity,108994.9284,3587.711426,,
Environment and Climate Change Canada,2013,FY 2013-14,fleet,1,"fuel oil (1,2,4,5,6, diesel, kerosene)",8468.878898,602.1227698,,
Environment and Climate Change Canada,2013,FY 2013-14,fleet,1,Fuels with renewable content,6826.44688,418.5986904,,
Environment and Climate Change Canada,2013,FY 2013-14,fleet,1,Gasoline,39620.007,2539.784047,,
Environment and Climate Change Canada,2013,FY 2013-14,fleet,1,Liquified petroleum gas,1.5186,0.0924204,,
Fisheries and Oceans Canada,2013,FY 2013-14,facilities,1,"fuel oil (1,2,4,5,6, diesel, kerosene)",55329.1859,3946.469491,,
Fisheries and Oceans Canada,2013,FY 2013-14,facilities,1,Liquified petroleum gas,10461.35193,638.1796672,,
Fisheries and Oceans Canada,2013,FY 2013-14,facilities,1,natural gas,111275.5248,5546.325818,,
Fisheries and Oceans Canada,2013,FY 2013-14,facilities,2,district energy,23184,1367.856,,
Fisheries and Oceans Canada,2013,FY 2013-14,facilities,2,electricity,275618.0088,14861.04976,,
Fisheries and Oceans Canada,2013,FY 2013-14,fleet,1,"fuel oil (1,2,4,5,6, diesel, kerosene)",22881.2626,1636.072408,,
Fisheries and Oceans Canada,2013,FY 2013-14,fleet,1,Fuels with renewable content,4887.98792,297.2672599,,
Fisheries and Oceans Canada,2013,FY 2013-14,fleet,1,Gasoline,81381.58,5215.396684,,
Fisheries and Oceans Canada,2013,FY 2013-14,fleet,1,Liquified petroleum gas,51.96143,3.16231802,,
Health Canada,2013,FY 2013-14,fleet,1,"fuel oil (1,2,4,5,6, diesel, kerosene)",134.4713,9.615063094,,
Health Canada,2013,FY 2013-14,fleet,1,Fuels with renewable content,5540.44408,339.7408164,,
Health Canada,2013,FY 2013-14,fleet,1,Gasoline,27805.82,1781.955836,,
"Immigration, Refugees and Citizenship Canada",2013,FY 2013-14,fleet,1,Gasoline,640.19011,41.02704048,,
Indigenous and Northern Affairs Canada,2013,FY 2013-14,fleet,1,"fuel oil (1,2,4,5,6, diesel, kerosene)",612.77319,43.81494701,,
Indigenous and Northern Affairs Canada,2013,FY 2013-14,fleet,1,Fuels with renewable content,402.282202,5.50018791,,
Indigenous and Northern Affairs Canada,2013,FY 2013-14,fleet,1,Gasoline,6326.0869,405.4117976,,
Indigenous and Northern Affairs Canada,2013,FY 2013-14,fleet,1,Liquified petroleum gas,4.221708,0.256928712,,
"Innovation, Science and Economic Development Canada",2013,FY 2013-14,fleet,1,"fuel oil (1,2,4,5,6, diesel, kerosene)",3323.25653,237.6218659,,
"Innovation, Science and Economic Development Canada",2013,FY 2013-14,fleet,1,Fuels with renewable content,3180.556425,186.9828619,,
"Innovation, Science and Economic Development Canada",2013,FY 2013-14,fleet,1,Gasoline,11513.243,737.8344014,,
